post_location,warning_time_seconds,with_alert_screenshot,magnitude_on_alert_screenshot,distance_on_alert_screenshot_ml,alert_language,alert_screenshot_with_contour,user_approximate_location_on_alert,alert_type,alert_source,reply_sentiment,felt_shaking,alert_mode,post_alert_action,users_sentiment,users_emotion,helpfulness,system_improvement,alert_arrival_wrt_shaking,shaking_level,shaking_intensity_mmi,alert_received_by_others,indoor_vs_outdoor,user's_accompany,first_earthquake_alert_experience,user's_past_earthquake_experience,past_earthquake_damage_experience,user's_gender,alert_info_recall,aea_info_accuracy,technical_issues_with_alert,alert_info_clearance,reason_for_taking_no_action,future_trust_level,helpfulness_reason,aea_vs_others,reasoning,location_combined,warning_time_binned
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEGATIVE,ANNOYANCE,NOT_HELPFUL,YES,AFTER SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,[],INACCURATE,ALERT_NOT_APPEARING_WHEN_EXPECTED,UNKNOWN,REASON_UNSPECIFIED,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,The user expresses frustration because they did not receive any notifications despite having the Android earthquake alerts setting turned on. This indicates a negative sentiment and suggests the alert was not helpful because it arrived after the earthquake (or not at all). The user's gender is female based on the name 'Seray'. The post time was converted from EST to Istanbul time (EST+7).,,
UNKNOWN,UNKNOWN,YES,,UNKNOWN,English,NO,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,NEGATIVE,ANNOYANCE,NOT_HELPFUL,YES,AFTER SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,['SAFETY_ADVICE'],INACCURATE,ALERT_NOT_APPEARING_WHEN_EXPECTED,CLEAR_TO_UNDERSTAND,NO_TIME,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,"The user reports receiving the Android earthquake alert 2-3 minutes *after* the earthquake, expressing negative sentiment and annoyance. The alert was not helpful because it arrived too late. The user shares a screenshot of the alert's safety advice, but not the main alert notification itself. The post time was converted from EST to Istanbul time (EST+7). The user's profile name 'bellatrixbegins' suggests that the user is female.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,CONFUSION,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,['ALERT_SOURCE'],PRECISE,ALERT_SOUND_ISSUE,UNCLEAR,CONFUSION,NEUTRAL,UNKNOWN,UNKNOWN,"The user expresses confusion about when the earthquake warning alarm rings on the phone, indicating a problem with understanding the alert system's behavior. The user states that the notification came 'on time', suggesting the timing was accurate. The post time was converted from EST to Istanbul time (EST+7).",,
UNKNOWN,4.5,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,ALERT_WITH_SOUND,WARNED_CONTACTED_OTHERS,POSITIVE,REASSURANCE,HELPFUL,UNKNOWN,BEFORE SHAKING,UNKNOWN,UNKNOWN,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,['ALERT_SOURCE'],PRECISE,UNKNOWN,CLEAR_TO_UNDERSTAND,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,"The user expresses gratitude ('Te_ekkürler' - 'Thanks') to the Android Earthquake Warning System. They mention receiving the warning 4.5 seconds before the earthquake started and warning their family. This indicates a positive sentiment, helpfulness, and that the alert arrived before the shaking. The user's action of warning their family suggests they found the alert helpful and acted upon it. The post time was converted from EST to Istanbul time (EST+7).",,<5 sec
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,NEGATIVE,ANNOYANCE,NOT_HELPFUL,YES,DURING SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],INACCURATE,ALERT_NOT_APPEARING_WHEN_EXPECTED,UNKNOWN,NO_TIME,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,"The user's post indicates that the earthquake occurred while their Android device was 'reading' (presumably processing or displaying) the alert, suggesting the alert arrived during the shaking. This implies the alert was not helpful as it came too late. The user's sentiment is negative, and they likely experienced annoyance due to the late alert. The post time was converted from EST to Istanbul time (EST+7).",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEGATIVE,ANNOYANCE,NOT_HELPFUL,UNKNOWN,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,['ALERT_SOURCE'],PRECISE,UNKNOWN,UNKNOWN,UNKNOWN,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,AEA_ALERT_ARRIVED_EARLIER,"The user expresses strong negative sentiment and annoyance because their Apple device did not provide an earthquake notification, while Android users received one from Google before the earthquake. The user is comparing AEA to Apple's earthquake detection capabilities, and AEA is perceived as superior in this instance. The post time was converted from EST to Istanbul time (EST+7). The user's strong negative language suggests a lack of trust in Apple's system and a negative experience overall. The user did not find the alert helpful because they didn't receive one on their Apple device, suggesting it arrived too late to be useful (or didn't arrive at all).",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,POSITIVE,REASSURANCE,HELPFUL,UNKNOWN,AFTER SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,['ALERT_SOURCE'],PRECISE,ALERT_NOT_APPEARING_WHEN_EXPECTED,UNKNOWN,NO_TIME,WILL_TRUST_MORE,CONFIRMED_IT_WAS_AN_EARTHQUAKE,AEA_ALERT_ARRIVED_EARLIER,"The user expresses a positive sentiment towards Android and Google's earthquake alert system, stating it 'saves serious lives' and has a 'serious advantage' compared to paid applications. The user mentions that notifications from other apps arrived after the earthquake, implying the Android alert, although late, was still relatively better. The post time was converted from EST to Istanbul time (EST+7). The user felt the shaking and the alert arrived after the shaking. The user trusts the system and finds it helpful because it confirmed the earthquake. The user did not have time to take action. The user compares AEA to other apps, stating that AEA arrived earlier.",,
Gebze,UNKNOWN,NO,,UNKNOWN,Turkish,NOT_APPLICABLE,UNKNOWN,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,MIXED,CONFUSION,NOT_HELPFUL,UNKNOWN,AFTER SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,['ESTIMATED_DISTANCE'],INACCURATE,ALERT_NOT_APPEARING_WHEN_EXPECTED,UNKNOWN,DEEMED_UNNECESSARY,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,"The user received an alert 99.6 km away in Gebze, but initially thought it was a delayed alert from a previous earthquake. The earthquake started to occur shortly after. This indicates the alert arrived after the shaking had already begun, making it unhelpful. The user's initial confusion and the late arrival of the alert suggest a mixed sentiment and a decreased level of trust in the system. The post time was converted from EST to Istanbul time (EST+7).",,
Istanbul,UNKNOWN,YES,5.6,12170.00%,Turkish,NO,NOT_APPLICABLE,BE AWARE,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,POSITIVE,UNKNOWN,HELPFUL,UNKNOWN,BEFORE SHAKING,WEAK,MMI III,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE']",PRECISE,UNKNOWN,CLEAR_TO_UNDERSTAND,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,"The user states that Android users were notified seconds before the earthquake in Istanbul. The screenshot shows the alert message in Turkish, indicating a magnitude of 5.6 and a distance of approximately 195.9 km (121.7 miles). The alert describes 'Hafif sarsıntı bekleniyor' which translates to 'Light shaking is expected', indicating a weak shaking level. The post time was converted from EST to Istanbul time (EST+7). The user's statement that the alert arrived 'seconds before' suggests a positive sentiment and implies the alert was helpful by providing some time to prepare. The user's name 'Furkan' is male.",,
UNKNOWN,UNKNOWN,YES,,UNKNOWN,Turkish,NO,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEGATIVE,ANNOYANCE,NOT_HELPFUL,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,['ALERT_SOURCE'],INACCURATE,ALERT_NOT_APPEARING_WHEN_EXPECTED,UNKNOWN,REASON_UNSPECIFIED,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,AEA_ALERT_WAS_LESS_PRECISE,"The user is complaining that iPhones don't have an earthquake warning system, while Android 12 and above do. The screenshot shows the Android Earthquake Alerts settings screen, indicating the user is aware of the feature but implies it was not helpful in their specific case. The user's sentiment is negative, expressing annoyance that iPhones lack this feature. The post time was converted from EST to Istanbul time (EST+7). The user's name 'Efe Ali Bozkurt' is male.",,
UNKNOWN,UNKNOWN,YES,5.8,18760.00%,Turkish,NO,NOT_APPLICABLE,BE AWARE,AEA,OPPOSITION_OF_NEGATIVE_POST,UNKNOWN,UNKNOWN,UNKNOWN,NEGATIVE,ANNOYANCE,NOT_HELPFUL,YES,UNKNOWN,WEAK,MMI III,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MALE,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE']",UNKNOWN,ALERT_NOT_APPEARING_WHEN_EXPECTED,UNKNOWN,UNKNOWN,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,AEA_ALERT_ARRIVED_LATER,"The user is expressing frustration that they didn't receive an alert on their iPhone, while Android users did. The user is annoyed that they didn't receive an alert. The user is comparing the Android Earthquake Alert to the iPhone's earthquake warning system. The user is saying that the Android system sent a notification to everyone, but they didn't receive one on their iPhone. The user is saying that the Android system is better than the iPhone's earthquake warning system. The distance was converted from km to miles (301.9 km ≈ 187.6 miles). The post time was converted from EST to Istanbul time (EST+7).",,
UNKNOWN,UNKNOWN,YES,5.8,18760.00%,Turkish,NO,UNKNOWN,BE AWARE,AEA,NOT_APPLICABLE,FELT SHAKING,ALERT_WITH_SOUND,DROP_COVER_HOLD_ON,MIXED,CONFUSION,NEUTRAL,UNKNOWN,BEFORE SHAKING,WEAK,MMI III,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE']",PRECISE,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,CONFIRMED_IT_WAS_AN_EARTHQUAKE,UNKNOWN,"The user describes their mother's Android phone receiving an alert before the shaking started, while their own iOS device did not. They mention taking their baby and crouching down. The alert screenshot shows a magnitude of 5.8 and a distance of 301.9 km (approximately 187.6 miles). The user's sentiment is mixed, expressing confusion about the iOS notification issue. The alert came with a sound notification ('beeping strangely'). The post time was converted from EST to Istanbul time (EST+7). The user's action was 'DROP_COVER_HOLD_ON'. The shaking level was 'WEAK' ('Hafif sarsıntı' - 'Light shaking'). The alert was received by someone else (the user's mother).",,
UNKNOWN,5,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,POSITIVE,GRATITUDE,HELPFUL,UNKNOWN,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,['ALERT_SOURCE'],PRECISE,UNKNOWN,UNKNOWN,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,The user explicitly states that Google's earthquake warning system 'saved me 5 seconds today'. This indicates a positive sentiment and that the alert arrived before the shaking. The user recommends having an Android phone for the earthquake warning system. The post time was converted from EST to Istanbul time (EST+7). The user's name 'BA_I_ CAN RONA' is male.,,5-15 sec
Istanbul,UNKNOWN,YES,5,4860.00%,English,YES,Istanbul,BE AWARE,AEA,CONFIRMATION_OF_POSITIVE_POST,FELT SHAKING,UNKNOWN,UNKNOWN,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,WEAK,MMI IV,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE', 'SAFETY_ADVICE', 'ALERT_SOURCE']",PRECISE,UNKNOWN,CLEAR_TO_UNDERSTAND,UNKNOWN,UNKNOWN,CONFIRMED_IT_WAS_AN_EARTHQUAKE,UNKNOWN,"The user reports feeling the shaking ('We shook') and includes a screenshot of the Android Earthquake Alerts System notification. The post time was converted from EST to Istanbul time (EST+7). The alert screenshot shows key details like magnitude (5.0) and distance (48.6 miles). The replies confirm the user's experience, with others also mentioning the shaking. The user's description of the shaking as 'Epey uzun sürdü' ('It took a long time') suggests a weak shaking intensity. The alert screenshot includes safety advice. The user's neutral sentiment and the nature of the information shared suggest they found the alert helpful in confirming the earthquake.",Istanbul,
UNKNOWN,3,YES,5,5490.00%,Turkish,NO,NOT_APPLICABLE,BE AWARE,AEA,NOT_APPLICABLE,FELT SHAKING,ALERT_WITH_SOUND,UNKNOWN,NEUTRAL,UNKNOWN,NOT_HELPFUL,UNKNOWN,BEFORE SHAKING,WEAK,MMI III,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE']",PRECISE,UNKNOWN,CLEAR_TO_UNDERSTAND,NO_TIME,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,"The user states that the shaking started 3-4 seconds after receiving the alert. The alert screenshot shows a magnitude of 5.0 and a distance of approximately 88.5 km (54.9 miles). The alert language is Turkish. The user's statement implies that the alert was not very helpful because it arrived too close to the shaking, suggesting a negative sentiment and a reason for taking no action ('NO_TIME'). The user's profile name 'Rabia' suggests female gender. The post time was converted from EST to Istanbul time (EST+7).",,<5 sec
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,['ESTIMATED_MAGNITUDE'],PRECISE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,AEA_ALERT_ARRIVED_EARLIER,"The user states that they received an alert from Android first, reporting a magnitude of 5.8, and then from the 'earthquake network program'. This indicates that the AEA alert arrived earlier. The post time was converted from EST to Istanbul time (EST+7). The user's name 'Murat' is male. The user does not provide a screenshot, so many fields are marked 'UNKNOWN'. The user's statement that the Android alert came first suggests a neutral sentiment, simply stating the order of events.",,
UNKNOWN,10,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,NEGATIVE,ANNOYANCE,NOT_HELPFUL,YES,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,['UNKNOWN'],INACCURATE,UNKNOWN,UNKNOWN,UNKNOWN,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,"The user expresses negative sentiment about the Android earthquake warning system, using strong language ('some of these cunts' incompetence'). The user mentions receiving an alert 10 seconds before the earthquake. The user seems to be annoyed that the data is sent to servers in the USA. The user's negative sentiment and the fact that they felt the shaking despite receiving an alert beforehand suggests they found the alert unhelpful. The user's post implies a distrust in the system and a desire for improvement. The post time was converted from EST to Istanbul time (EST+7).",,5-15 sec
Izmir,15-Oct,YES,5.8,17450.00%,Turkish,NO,NOT_APPLICABLE,BE AWARE,AEA,NOT_APPLICABLE,FELT SHAKING,ALERT_WITH_SOUND,WARNED_CONTACTED_OTHERS,POSITIVE,REASSURANCE,HELPFUL,UNKNOWN,BEFORE SHAKING,WEAK,MMI III,YES,INDOOR,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE']",PRECISE,UNKNOWN,CLEAR_TO_UNDERSTAND,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,"The user received the alert before the shaking, took protective actions (unlocked the door, warned others, got their earthquake bag), and found the 10-15 seconds sufficient. This indicates a positive sentiment and that the alert was helpful. The alert screenshot shows a magnitude of 5.8 and a distance of 280.9 km (approximately 174.5 miles). The post time was converted from EST to Istanbul time (EST+7). The user felt a 'Hafif sarsıntı' (light shaking). The user was indoors and with others. The alert message was clear to understand. The user's actions suggest they trust the system and will likely trust it more in the future. The user's actions suggest they trust the system and will likely trust it more in the future.",,
Turkey,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,NEUTRAL,CONFUSION,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"The user asks if the earthquake warning can be given according to the sensitivity of the shaking. This indicates they felt the shaking, but it's unclear if they received an alert or not. The post expresses confusion about the system's sensitivity. Since there is no mention of AEA, the alert source and type are unknown. The post time is estimated based on the screenshot time (EST+7).",,
UNKNOWN,UNKNOWN,YES,5.8,17950.00%,Turkish,NO,NOT_APPLICABLE,BE AWARE,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,WEAK,MMI III,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE']",PRECISE,UNKNOWN,CLEAR_TO_UNDERSTAND,UNKNOWN,UNKNOWN,CONFIRMED_IT_WAS_AN_EARTHQUAKE,UNKNOWN,"The user retweeted a post with a screenshot of an Android Earthquake Alert. The alert indicates a 'slight shaking' ('Hafif sarsıntı bekleniyor'), which corresponds to MMI 3. The distance is given as 288.9 km, which is approximately 179.5 miles. The magnitude is 5.8. The post time was converted from EST to Istanbul time (EST+7). The alert message is clear and easy to understand. The user felt the shaking.",,
Istanbul,UNKNOWN,YES,5.6,12427.00%,Turkish,NO,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,MIXED,UNKNOWN,NEUTRAL,UNKNOWN,BEFORE SHAKING,WEAK,MMI III,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE']",UNKNOWN,ALERT_NOT_APPEARING_WHEN_EXPECTED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"The post reports that Android users in Istanbul received earthquake warnings just before the earthquake, but also mentions that some users did not receive notifications despite having them turned on. The screenshot shows the alert notification with magnitude 5.6 and distance 195.9 km (approximately 124.27 miles). The post indicates a mixed sentiment, as some users received the alert while others did not. The post time was converted from EST to Istanbul time (EST+7). The user felt a light shaking. The post reports that some users did not receive the alert, indicating a technical issue. The alert arrived before the shaking. The shaking level was weak. The intensity of the ground shaking in MMI scale at the user’s location is 3 based on post content.",,
Istanbul,UNKNOWN,YES,5.6,12170.00%,Turkish,NO,NOT_APPLICABLE,BE AWARE,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,UNKNOWN,HELPFUL,UNKNOWN,BEFORE SHAKING,WEAK,MMI III,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE']",PRECISE,UNKNOWN,CLEAR_TO_UNDERSTAND,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,"The post reports that citizens in Istanbul received the Android Earthquake Warning System notification seconds before a 6.2 magnitude earthquake. The screenshot shows an alert for a 5.6 magnitude earthquake approximately 195.9 km (121.7 miles) away, indicating a 'Hafif sarsıntı bekleniyor' ('Light shaking is expected'). The post time was converted from EST to Istanbul time (EST+7). The alert is in Turkish. The user's sentiment is neutral, but the information shared suggests the alert was helpful in providing advance warning. The fact that 'citizens in Istanbul' received the alert implies that others also received it. The alert message is clear and easy to understand. The user's trust level is likely to increase due to the alert's accuracy and timeliness.",,
Istanbul,5,YES,5,4437.00%,Turkish,NO,NOT_APPLICABLE,BE AWARE,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,POSITIVE,UNKNOWN,HELPFUL,UNKNOWN,BEFORE SHAKING,WEAK,MMI III,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE']",PRECISE,UNKNOWN,CLEAR_TO_UNDERSTAND,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,The user states the notification came 5 seconds before the shaking. The alert screenshot shows a magnitude of 5.0 and a distance of 71.4 km (approximately 44.37 miles). The alert language is Turkish. The user felt a 'Hafif sarsıntı' (weak shaking). The user expresses positive sentiment ('en iyi özelli_i' - 'the best feature'). The post time was converted from EST to Istanbul time (EST+7).,,5-15 sec
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,MIXED,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,CONFUSION,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,UNKNOWN,INACCURATE,ALERT_NOT_APPEARING_WHEN_EXPECTED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"The user is asking how the Android earthquake warning system works and whether others received instant alerts. The replies are mixed, with some users reporting receiving alerts before the shaking, others reporting receiving them after, and some not receiving them at all. This indicates a mixed sentiment and confusion about the system's reliability. The user's initial question suggests they are unsure about how the system works, indicating a neutral sentiment. The post time was converted from EST to Istanbul time (EST+7). The replies suggest that the accuracy of the timing is perceived as incorrect by some users. The user is likely male based on the username. The user is experiencing technical issues with the alert, as they are asking if they should have received one. The overall sentiment is neutral, as the user is simply asking a question and the replies are mixed.",,
UNKNOWN,UNKNOWN,YES,5.6,12170.00%,Turkish,NO,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,BEFORE SHAKING,WEAK,MMI III,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE']",PRECISE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PROVIDED_TIME_TO_PREPARE,UNKNOWN,"The user states that Google's Android #Deprem Uyarı Sistemi (Earthquake Warning System) notified him seconds in advance of the 6.2 magnitude earthquake. The screenshot shows the alert message in Turkish, indicating a 'Hafif sarsıntı bekleniyor' (light shaking is expected) and an estimated distance of 'Yakla_ık 195,9 km uzaklıkta' (approximately 195.9 km away) with an initial magnitude estimate of 5.6. The post time was converted from EST to Istanbul time (EST+7). The distance was converted from km to miles (195.9 km ≈ 121.7 miles). The user's statement implies the alert arrived before the shaking, and the alert message indicates weak shaking is expected. The user's gender is likely male based on the username. The user's statement implies the alert was helpful because it provided time to prepare.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,SILENT_NOTIFICATION,UNKNOWN,NEGATIVE,ANNOYANCE,NOT_HELPFUL,YES,AFTER SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],INACCURATE,ALERT_SOUND_ISSUE,UNKNOWN,REASON_UNSPECIFIED,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,"The user reports receiving the Android earthquake alert *after* the shaking stopped, and that the alert was silent (no notification sound). This indicates a negative experience and a lack of helpfulness, as the alert arrived too late to be useful. The user expresses annoyance ('Quite a logical move' is sarcastic). The post time was converted from EST to Istanbul time (EST+7).",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,POSITIVE,SURPRISE,HELPFUL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,['ALERT_SOURCE'],PRECISE,UNKNOWN,UNKNOWN,UNKNOWN,WILL_TRUST_MORE,CONFIRMED_IT_WAS_AN_EARTHQUAKE,AEA_ALERT_ARRIVED_EARLIER,The user expresses surprise and satisfaction that their Android phone received an earthquake notification while their iPhone did not. This implies a positive sentiment towards the Android Earthquake Alerts system and a comparison favoring it over the iPhone's notification system. The post time was converted from EST to Istanbul time (EST+7). The user's name 'ipek' is female.,,
